5.03.2011;10;1;5;162
5.09.2012;7;3;5;25
15.08.2008;9;2;5;82
22.09.2010;7;3;5;202
4.08.2015;7;2;5;108
4.03.2018;10;3;5;168
14.11.2016;8;7;6;55
7.07.2011;4;7;6;126
19.12.2015;4;6;6;261
30.01.2010;5;6;6;106
6.05.2008;2;5;6;293
5.05.2010;3;6;6;235
6.11.2011;1;8;6;166
31.03.2011;2;5;6;296
5.04.2005;1;7;6;105
9.03.2017;3;5;6;146
20.08.2007;9;5;6;177
18.05.2016;7;7;6;194
5.06.2008;6;5;6;59
24.01.2006;10;8;6;191
19.01.2005;5;5;6;229
7.05.2006;7;5;7;222
25.03.2015;7;8;7;101
7.07.2006;10;7;7;26
11.05.2018;1;8;7;246
21.04.2018;6;6;7;267
15.07.2014;3;7;7;107
9.04.2009;8;7;7;149
29.11.2017;5;7;7;55
20.10.2011;8;6;7;39
24.05.2012;9;6;7;198
26.07.2017;1;6;7;287
28.12.2009;7;8;7;192
15.04.2008;4;8;7;76
25.05.2010;6;7;7;170
23.06.2009;2;5;7;35
25.11.2005;3;7;8;67
1.07.2014;9;6;8;181
22.12.2015;10;7;8;286
29.06.2015;5;6;8;124
29.10.2017;9;7;8;155
2.12.2017;3;6;8;127
4.10.2015;5;6;8;120
21.08.2017;9;5;8;43
22.02.2012;7;5;8;232
31.01.2008;5;7;8;226
18.08.2005;6;6;8;21
31.10.2011;8;6;8;126
24.05.2016;10;6;8;225
12.02.2011;1;6;8;23
8.09.2016;3;5;8;44
23.04.2011;7;7;9;281
9.03.2015;8;7;9;149
22.04.2016;3;6;9;25
29.01.2014;4;5;9;283
19.02.2018;6;8;9;87
29.05.2009;5;8;9;290
30.03.2014;7;8;9;199
4.06.2016;7;7;9;175
12.05.2010;8;8;9;48
19.11.2016;3;5;9;232
29.06.2011;2;7;9;95
28.04.2011;1;7;9;18
6.11.2017;5;6;9;160
19.08.2005;3;5;9;223
15.12.2012;4;7;9;123
21.11.2009;4;7;10;75
13.07.2007;4;8;10;265
24.07.2010;10;8;10;81
27.06.2006;4;8;10;39
21.07.2013;6;6;10;21
29.11.2005;2;6;10;192
3.11.2015;9;8;10;52
15.12.2008;3;6;10;113
22.10.2010;1;8;10;286
16.08.2009;9;6;10;74
24.10.2007;4;6;10;243
1.04.2013;8;6;10;280
28.11.2011;3;7;10;194
8.09.2014;10;6;10;42
14.01.2018;1;5;10;117
16.02.2011;4;11;11;198
3.06.2006;3;11;11;103
1.06.2014;5;11;11;225
9.04.2014;4;11;11;237
23.10.2007;2;10;11;216
14.11.2015;3;9;11;45
8.02.2018;2;9;11;244
13.10.2007;7;12;11;138
15.05.2008;10;11;11;192
27.03.2007;9;12;11;72
24.04.2018;8;11;11;155
29.04.2013;4;12;11;89
2.01.2009;5;9;11;6
9.01.2005;1;10;11;258
28.07.2015;10;9;11;171
12.11.2012;7;12;12;284
9.12.2006;3;12;12;275
3.05.2014;9;10;12;262
2.06.2009;7;11;12;91
27.07.2007;3;11;12;118
1.01.2008;1;12;12;143
4.03.2018;2;9;12;91
19.11.2009;9;11;12;73
20.03.2017;7;9;12;92
8.09.2015;6;9;12;60
2.07.2016;5;10;12;105
28.06.2015;5;9;12;260
20.04.2006;3;12;12;152
10.09.2017;2;9;12;105
21.01.2017;10;9;12;176
3.12.2005;2;10;13;144
1.04.2005;10;11;13;58
27.08.2011;4;10;13;125
24.06.2012;7;12;13;56
17.09.2005;6;11;13;234
24.02.2006;7;11;13;61
26.12.2006;1;9;13;221
7.09.2007;7;9;13;169
11.06.2010;9;12;13;40
27.08.2013;7;12;13;86
13.05.2017;4;9;13;39
9.11.2006;8;10;13;204
19.04.2011;3;9;13;26
24.04.2009;1;12;13;171
26.07.2013;10;12;13;294
28.11.2017;5;10;14;114
4.12.2012;6;11;14;128
10.07.2008;9;10;14;250
29.10.2009;9;10;14;265
7.05.2011;6;11;14;298
8.02.2015;10;10;14;72
25.10.2017;7;9;14;97
7.12.2013;9;12;14;237
19.03.2017;4;12;14;141
16.06.2014;10;9;14;9
17.07.2014;6;10;14;237
23.03.2011;2;12;14;263
12.09.2006;8;9;14;133
9.06.2010;2;11;14;91
21.12.2008;6;12;14;169
12.07.2012;4;9;15;259
23.03.2008;10;9;15;17
14.05.2010;2;9;15;228
17.01.2010;9;10;15;197
22.07.2008;6;10;15;57
29.05.2012;6;11;15;102
29.10.2017;1;12;15;70
20.11.2016;1;10;15;8
9.03.2013;1;10;15;53
31.08.2008;2;12;15;51
25.06.2005;3;12;15;90
9.10.2011;9;12;15;202
13.04.2011;6;11;15;56
18.11.2011;2;12;15;15
22.01.2012;8;9;15;172
30.09.2012;5;13;16;19
20.05.2009;7;15;16;157
16.03.2006;7;15;16;5
2.05.2007;4;13;16;128
22.02.2015;4;13;16;157
20.12.2014;4;15;16;260
25.11.2011;9;14;16;94
5.01.2017;10;14;16;157
12.08.2011;5;15;16;288
17.07.2009;8;14;16;211
3.10.2012;3;14;16;288
27.03.2012;2;13;16;57
12.04.2018;6;15;16;259
3.03.2007;1;15;16;251
15.07.2006;3;13;16;49
22.06.2006;5;15;17;207
3.03.2015;1;16;17;35
22.01.2012;5;15;17;26
23.09.2015;3;14;17;54
26.02.2006;5;15;17;235
28.01.2012;2;16;17;290
1.06.2009;1;16;17;195
28.05.2005;6;13;17;288
28.12.2011;1;13;17;80
14.02.2010;5;16;17;209
1.09.2005;3;15;17;283
9.09.2010;9;15;17;20
24.04.2016;3;13;17;295
4.12.2012;1;16;17;98
4.11.2014;5;13;17;198
18.02.2009;7;15;18;129
19.08.2014;5;15;18;158
21.11.2008;10;15;18;96
4.06.2012;3;16;18;289
18.09.2017;10;14;18;95
3.03.2012;3;14;18;8
19.08.2015;7;15;18;74
21.02.2007;5;13;18;232
24.01.2005;6;13;18;45
7.08.2010;3;14;18;10
10.09.2008;5;15;18;220
20.12.2011;2;15;18;64
19.04.2011;7;16;18;170
16.12.2007;3;14;18;33
13.01.2009;2;16;18;121
14.10.2008;4;14;19;254
1.07.2010;2;13;19;51
18.04.2016;7;13;19;223
5.06.2011;1;14;19;37
17.04.2009;3;16;19;299
19.07.2009;8;13;19;195
15.04.2007;4;13;19;163
20.07.2015;10;15;19;127
17.05.2016;4;16;19;108
22.04.2009;3;14;19;59
30.07.2014;5;14;19;138
3.01.2014;10;13;19;126
24.08.2009;2;14;19;91
28.04.2006;5;14;19;79
14.04.2012;6;16;19;88
23.02.2010;7;16;20;155
23.11.2011;6;15;20;6
29.01.2017;7;14;20;211
9.12.2005;9;15;20;207
17.12.2006;6;14;20;87
17.11.2015;9;13;20;74
11.07.2009;3;15;20;160
13.05.2005;6;14;20;169
30.12.2008;4;14;20;114
23.07.2015;7;13;20;99
13.04.2007;7;13;20;136
30.10.2005;3;14;20;241
31.01.2005;7;15;20;168
15.05.2017;10;14;20;80
6.04.2006;6;14;20;142
6.03.2007;4;17;21;267
17.03.2016;1;18;21;97
20.10.2007;8;17;21;282
18.09.2015;4;17;21;237
19.11.2012;6;18;21;245
10.02.2017;1;20;21;182
30.07.2017;5;19;21;173
4.11.2008;8;18;21;122
2.06.2012;4;18;21;175
6.08.2013;6;17;21;256
18.01.2014;9;18;21;268
20.05.2007;3;17;21;26
24.07.2005;6;19;21;284
13.05.2007;3;18;21;208
12.07.2008;3;20;21;64
21.08.2010;1;20;22;261
8.10.2009;9;20;22;182
18.04.2013;5;17;22;245
28.02.2009;6;20;22;18
4.07.2009;9;18;22;232
7.04.2005;2;18;22;281
21.09.2011;9;18;22;190
11.05.2008;9;19;22;158
12.02.2018;2;18;22;53
1.10.2011;7;18;22;199
5.09.2006;2;20;22;147
25.04.2017;3;18;22;200
9.05.2010;1;17;22;280
16.03.2005;3;19;22;66
16.05.2012;8;18;22;243
30.09.2008;3;17;23;188
8.07.2005;7;19;23;115
30.03.2015;7;20;23;131
26.04.2018;2;19;23;168
6.07.2015;1;19;23;233
9.11.2005;2;18;23;152
11.01.2010;4;17;23;50
29.07.2010;10;20;23;27
15.05.2016;4;19;23;185
7.04.2016;3;20;23;114
9.05.2012;2;18;23;61
26.08.2007;9;20;23;217
27.12.2007;7;18;23;258
2.08.2015;3;18;23;102
14.09.2015;3;17;23;54
3.11.2010;7;17;24;209
28.11.2011;7;17;24;54
9.02.2007;10;18;24;295
11.05.2008;3;18;24;144
12.07.2011;7;17;24;244
16.10.2009;10;18;24;43
18.03.2015;1;19;24;287
11.06.2008;5;19;24;85
21.04.2014;1;19;24;17
15.11.2017;2;18;24;17
9.11.2014;2;17;24;194
17.06.2017;5;17;24;227
30.11.2007;1;19;24;272
6.03.2010;1;18;24;71
12.09.2006;5;18;24;239
25.03.2013;6;20;25;172
13.01.2008;8;19;25;144
30.08.2011;6;18;25;227
6.11.2006;8;19;25;113
16.06.2011;8;17;25;133
27.04.2010;6;20;25;101
5.10.2010;2;17;25;15
27.12.2005;9;20;25;258
1.12.2007;8;18;25;20
18.04.2005;4;17;25;36
5.08.2016;1;19;25;27
10.03.2006;7;19;25;166
17.09.2015;1;18;25;134
18.06.2015;8;18;25;205
16.03.2007;5;19;25;174
19.04.2010;1;22;26;1
6.06.2015;3;23;26;45
1.03.2008;10;23;26;97
19.06.2014;8;21;26;99
30.06.2013;9;23;26;185
7.05.2013;2;24;26;214
25.11.2006;7;22;26;291
6.05.2014;1;23;26;173
30.07.2013;8;24;26;11
24.08.2008;10;23;26;120
27.11.2017;9;22;26;61
30.07.2012;8;22;26;187
27.05.2014;5;23;26;154
13.01.2018;6;23;26;212
29.11.2010;10;21;26;250
24.06.2010;1;23;27;95
13.11.2009;2;23;27;242
20.07.2015;10;21;27;44
21.10.2013;8;24;27;266
1.04.2014;10;22;27;298
26.06.2017;7;23;27;173
23.05.2016;2;24;27;252
1.01.2008;3;22;27;6
17.02.2012;5;23;27;220
1.12.2010;3;22;27;228
3.09.2012;3;22;27;40
25.02.2005;5;23;27;238
19.09.2013;5;24;27;255
6.06.2014;1;21;27;9
19.01.2012;8;21;27;150
21.06.2006;3;22;28;193
4.08.2017;5;23;28;165
8.03.2009;7;21;28;211
2.09.2011;6;22;28;102
27.07.2009;1;24;28;238
30.01.2017;2;23;28;69
23.09.2005;1;24;28;272
7.04.2010;6;24;28;252
11.11.2016;5;22;28;170
26.12.2015;6;24;28;148
21.12.2012;8;21;28;216
17.08.2011;8;24;28;241
24.03.2016;8;21;28;126
31.12.2016;3;22;28;116
26.03.2010;5;22;28;27
26.10.2016;7;24;29;77
21.11.2014;6;21;29;238
2.11.2014;9;22;29;211
8.10.2017;7;22;29;227
13.07.2012;5;22;29;272
7.03.2013;5;24;29;62
19.08.2017;4;21;29;282
25.05.2017;1;23;29;99
9.06.2006;1;23;29;45
1.07.2005;3;23;29;236
30.09.2017;9;21;29;152
27.01.2016;2;21;29;250
31.07.2014;8;24;29;104
4.08.2005;8;21;29;163
30.10.2011;8;22;29;96
6.03.2010;2;23;30;212
15.02.2018;10;23;30;243
29.09.2009;8;23;30;37
31.07.2016;3;24;30;67
10.07.2017;7;22;30;65
7.03.2007;10;24;30;117
26.02.2014;10;21;30;245
21.01.2010;1;21;30;213
2.09.2011;9;24;30;251
20.11.2010;5;22;30;253
6.01.2006;6;23;30;202
3.08.2011;3;21;30;45
12.02.2016;7;23;30;15
4.03.2014;8;24;30;60
1.10.2008;7;21;30;259
6.01.2012;7;28;31;193
22.02.2011;3;26;31;30
1.05.2012;8;25;31;68
24.11.2011;4;27;31;34
5.08.2006;3;27;31;141
7.04.2006;7;27;31;198
4.02.2017;9;28;31;189
19.09.2016;10;27;31;73
12.07.2005;7;27;31;15
23.11.2017;1;26;31;242
14.05.2017;1;28;31;107
16.03.2005;2;25;31;53
17.04.2012;5;27;31;158
12.01.2016;4;25;31;87
5.07.2011;1;28;31;76
23.07.2014;4;25;32;150
29.11.2014;2;25;32;217
15.06.2005;2;28;32;226
14.04.2014;4;25;32;84
6.06.2007;2;27;32;119
16.12.2016;4;27;32;284
27.09.2017;2;26;32;132
21.03.2014;9;27;32;95
7.02.2013;4;28;32;292
24.01.2011;6;25;32;40
8.06.2011;4;28;32;75
6.05.2008;1;28;32;137
25.06.2008;1;27;32;185
30.09.2016;5;25;32;216
3.04.2008;6;26;32;57
14.03.2014;6;27;33;271
8.07.2010;8;27;33;237
2.01.2011;6;26;33;66
7.04.2005;10;28;33;211
22.12.2017;3;26;33;258
5.03.2016;9;27;33;188
2.04.2011;2;26;33;219
20.01.2007;10;28;33;124
5.11.2005;9;26;33;255
7.10.2005;7;25;33;254
20.12.2007;6;28;33;123
15.01.2008;7;25;33;181
26.01.2007;4;27;33;256
8.06.2009;1;27;33;235
16.05.2010;8;28;33;56
9.01.2010;4;25;34;129
26.01.2017;3;26;34;219
12.02.2018;3;26;34;103
14.07.2014;1;28;34;49
9.05.2011;3;26;34;195
26.04.2018;5;25;34;236
6.11.2011;3;25;34;289
10.04.2014;8;27;34;259
17.10.2005;8;25;34;94
23.12.2005;5;27;34;247
2.12.2017;10;27;34;57
10.06.2008;1;28;34;4
3.04.2014;8;28;34;138
22.03.2007;8;28;34;218
3.05.2005;6;28;34;154
2.05.2015;3;26;35;264
18.12.2013;5;25;35;253
22.12.2010;4;27;35;61
10.02.2011;5;25;35;142
16.05.2009;2;25;35;264
19.06.2010;9;28;35;223
19.12.2016;6;25;35;47
28.03.2018;10;28;35;172
26.06.2010;1;27;35;157
5.11.2007;1;26;35;216
4.03.2007;5;25;35;141
23.08.2017;5;26;35;13
9.01.2010;1;27;35;183
2.03.2013;9;27;35;101
7.01.2010;7;26;35;129
13.06.2006;10;32;36;254
1.08.2006;6;30;36;149
20.10.2008;7;29;36;144
18.12.2005;7;31;36;93
21.06.2012;9;32;36;138
23.06.2005;8;32;36;71
13.02.2009;4;29;36;234
22.03.2010;4;30;36;274
24.03.2018;9;29;36;227
21.08.2013;2;30;36;297
23.07.2007;9;29;36;118
31.05.2006;2;30;36;185
1.07.2012;1;32;36;103
24.11.2017;8;30;36;178
25.07.2014;9;31;36;170
14.05.2005;3;29;37;99
4.02.2012;4;29;37;198
12.01.2011;4;30;37;203
2.04.2015;6;29;37;129
20.07.2005;1;30;37;208
11.08.2010;3;29;37;111
8.05.2016;6;32;37;261
4.08.2005;4;29;37;229
20.06.2010;5;32;37;114
8.11.2014;9;29;37;146
19.05.2017;10;29;37;63
2.03.2018;1;31;37;231
26.03.2017;2;32;37;237
24.02.2007;9;30;37;112
29.05.2006;5;29;37;84
17.06.2009;10;29;38;255
13.02.2018;4;31;38;49
13.04.2018;4;30;38;114
10.08.2008;10;31;38;240
14.04.2009;2;30;38;252
27.09.2013;10;30;38;1
13.09.2005;3;32;38;147
18.12.2016;10;30;38;89
21.07.2009;2;30;38;260
22.02.2012;3;29;38;9
24.05.2015;2;31;38;118
22.07.2011;2;30;38;245
22.01.2012;8;29;38;150
2.08.2008;5;30;38;82
11.04.2017;7;29;38;171
6.10.2010;9;30;39;141
22.12.2016;8;30;39;84
27.04.2007;6;32;39;288
3.08.2009;1;30;39;36
10.01.2012;7;30;39;201
1.01.2012;1;30;39;254
18.04.2007;6;32;39;75
3.07.2006;2;29;39;238
3.03.2016;9;29;39;53
14.07.2011;4;32;39;177
19.10.2009;4;30;39;120
23.12.2008;7;31;39;169
14.06.2016;8;29;39;180
28.12.2013;2;31;39;23
2.04.2005;10;31;39;208
13.12.2012;8;29;40;274
22.12.2009;10;30;40;259
24.09.2006;2;30;40;220
31.05.2005;9;29;40;183
2.12.2010;7;32;40;258
8.09.2008;5;32;40;117
28.06.2007;9;32;40;264
24.09.2007;3;32;40;19
3.11.2011;3;32;40;216
22.06.2017;7;32;40;31
11.12.2006;6;29;40;273
24.09.2007;1;32;40;110
2.08.2007;7;31;40;157
9.06.2017;3;32;40;45
7.06.2011;5;31;40;296
30.09.2014;6;35;41;175
29.03.2007;6;36;41;291
4.06.2015;9;34;41;40
6.11.2009;3;36;41;162
27.08.2013;9;36;41;31
27.01.2017;6;34;41;108
20.07.2012;2;34;41;252
20.03.2010;9;35;41;239
25.08.2007;8;35;41;269
15.10.2015;1;35;41;67
4.01.2013;6;34;41;201
13.08.2011;8;36;41;249
24.02.2006;10;35;41;90
30.07.2015;2;35;41;30
2.04.2012;4;36;41;79
14.10.2009;6;34;42;187
6.07.2013;3;34;42;240
20.08.2006;6;35;42;187
22.07.2011;9;34;42;64
18.05.2006;2;35;42;281
28.11.2014;9;33;42;178
16.04.2011;4;34;42;95
16.07.2011;2;33;42;124
20.07.2012;8;34;42;121
25.06.2008;1;35;42;171
2.12.2012;4;33;42;246
27.02.2006;10;34;42;182
20.08.2006;5;33;42;1
24.05.2007;8;34;42;281
10.06.2008;2;34;42;238
21.05.2008;5;36;43;155
10.04.2015;9;36;43;253
17.06.2007;8;35;43;2
1.07.2010;8;35;43;125
2.10.2008;5;36;43;134
5.03.2009;5;34;43;96
3.06.2011;3;33;43;147
17.11.2017;3;35;43;236
1.03.2009;4;33;43;129
2.05.2008;5;36;43;82
12.12.2014;7;33;43;103
14.07.2013;10;34;43;223
15.02.2015;3;33;43;150
2.06.2006;4;34;43;27
13.10.2013;4;36;43;273
24.06.2005;10;33;44;237
26.08.2012;7;35;44;18
27.11.2011;3;35;44;272
9.02.2016;2;34;44;170
29.12.2006;7;33;44;13
20.10.2006;6;33;44;137
21.09.2014;4;36;44;125
23.09.2005;8;34;44;147
18.02.2015;1;36;44;231
5.09.2012;5;33;44;209
22.09.2012;7;33;44;300
25.08.2011;5;34;44;41
13.04.2011;8;35;44;3
14.06.2017;7;34;44;142
13.03.2016;6;34;44;218
30.12.2017;6;35;45;282
14.11.2011;3;34;45;83
29.07.2008;5;34;45;49
20.09.2010;9;35;45;43
14.10.2007;8;36;45;294
28.09.2005;2;33;45;222
26.05.2010;2;33;45;176
22.02.2011;10;35;45;3
24.07.2016;6;36;45;245
2.03.2010;3;36;45;5
4.06.2015;8;33;45;261
15.11.2011;5;34;45;300
15.12.2014;6;33;45;199
5.05.2011;8;34;45;144
23.11.2006;7;36;45;197
28.07.2007;1;38;46;209
8.03.2005;6;40;46;139
3.09.2009;5;37;46;102
2.08.2014;3;37;46;181
7.12.2007;5;38;46;265
26.06.2014;8;38;46;188
17.03.2012;8;37;46;258
20.05.2015;5;38;46;34
16.10.2011;9;40;46;222
15.11.2016;1;40;46;161
21.05.2014;2;38;46;136
3.01.2007;6;38;46;135
23.11.2014;10;37;46;116
5.02.2018;7;38;46;156
1.05.2008;10;39;46;74
27.04.2012;4;38;47;68
22.12.2006;3;38;47;109
7.08.2012;9;40;47;61
5.01.2016;6;40;47;105
25.10.2007;1;38;47;197
20.06.2015;9;37;47;49
13.08.2011;8;37;47;283
12.10.2007;8;38;47;218
27.09.2011;4;37;47;47
8.06.2009;9;40;47;73
21.05.2016;1;39;47;140
2.02.2013;7;37;47;164
16.11.2014;7;40;47;85
2.09.2007;2;37;47;51
9.09.2007;8;40;47;230
16.06.2017;3;39;48;228
15.07.2013;5;39;48;149
16.09.2006;6;39;48;124
16.03.2017;2;40;48;19
21.08.2011;9;40;48;73
9.02.2010;4;37;48;231
19.03.2013;3;40;48;158
25.10.2008;7;38;48;98
9.07.2014;4;40;48;241
27.08.2011;3;39;48;129
14.11.2009;7;40;48;251
22.03.2014;4;39;48;150
22.07.2011;4;40;48;182
30.06.2015;8;38;48;91
7.06.2009;10;37;48;119
26.05.2007;5;37;49;193
27.11.2015;4;39;49;54
20.12.2009;4;40;49;133
29.11.2017;9;38;49;294
3.05.2015;10;40;49;99
18.12.2007;5;37;49;125
26.01.2005;10;39;49;113
14.08.2014;10;37;49;131
12.10.2007;9;39;49;196
21.04.2005;3;38;49;100
7.04.2010;2;40;49;99
20.08.2013;9;40;49;296
21.09.2016;5;40;49;189
10.01.2015;4;39;49;81
14.04.2009;3;39;49;282
7.04.2017;10;40;50;107
30.12.2014;7;37;50;242
24.01.2009;5;37;50;7
15.09.2008;1;40;50;151
10.11.2007;1;37;50;155
19.08.2012;7;38;50;43
12.07.2014;3;40;50;63
14.01.2006;5;38;50;277
7.04.2005;9;37;50;136
13.05.2007;7;39;50;127
6.07.2016;4;39;50;85
13.10.2014;2;38;50;254
21.05.2012;2;39;50;45
2.04.2018;9;40;50;41
6.01.2016;10;38;50;230
29.03.2010;6;42;51;140
2.01.2006;3;41;51;225
1.02.2007;4;42;51;125
18.04.2009;8;41;51;193
29.09.2010;7;42;51;212
18.01.2016;1;41;51;145
26.04.2005;5;43;51;185
11.05.2015;9;43;51;198
12.03.2005;2;42;51;155
10.11.2009;2;44;51;67
6.02.2017;1;41;51;23
6.12.2007;4;41;51;289
9.09.2012;5;41;51;21
2.05.2015;3;44;51;271
17.12.2015;9;43;51;227
10.07.2010;9;44;52;262
10.07.2009;4;42;52;181
8.10.2016;6;44;52;98
5.02.2006;2;44;52;57
21.02.2016;2;44;52;184
30.12.2010;5;41;52;229
21.03.2015;7;42;52;256
19.06.2012;10;44;52;277
6.03.2008;5;42;52;60
10.10.2006;5;41;52;286
24.11.2017;6;44;52;66
25.07.2008;9;44;52;216
18.12.2017;1;41;52;171
3.12.2011;9;44;52;226
26.04.2015;3;42;52;281
14.08.2008;7;42;53;263
21.01.2010;7;44;53;287
21.02.2005;9;42;53;181
22.12.2016;4;42;53;105
25.03.2011;8;41;53;135
13.11.2015;3;43;53;245
10.05.2017;8;41;53;23
4.04.2016;8;41;53;18
18.04.2007;8;42;53;157
1.08.2008;6;43;53;166
18.11.2013;5;43;53;164
20.12.2009;1;41;53;38
28.09.2011;3;43;53;116
24.09.2006;2;43;53;15
9.02.2014;6;42;53;147
27.01.2013;2;44;54;235
3.05.2013;1;43;54;11
7.02.2017;10;41;54;190
15.04.2017;1;41;54;297
8.01.2018;2;44;54;293
7.02.2017;7;41;54;3
21.07.2008;10;44;54;176
21.04.2010;8;44;54;156
8.02.2005;8;43;54;236
23.11.2007;1;42;54;130
8.02.2015;2;43;54;131
11.07.2016;7;42;54;132
30.07.2011;8;42;54;37
18.02.2008;3;41;54;47
22.02.2013;2;41;54;156
24.08.2012;5;44;55;8
11.11.2015;9;44;55;173
30.09.2009;9;42;55;269
7.01.2012;10;43;55;12
7.12.2009;10;41;55;204
21.02.2005;4;44;55;199
9.12.2016;6;43;55;182
8.05.2018;1;43;55;280
11.04.2008;7;44;55;285
15.05.2006;5;42;55;70
21.01.2015;8;44;55;203
6.07.2012;5;42;55;168
19.11.2010;9;42;55;76
21.12.2013;2;41;55;236
17.04.2016;4;41;55;46
27.05.2013;9;48;56;229
30.08.2013;3;45;56;198
12.09.2005;4;47;56;35
10.07.2009;6;48;56;68
7.07.2008;4;46;56;136
19.02.2016;9;47;56;225
4.03.2014;3;45;56;18
26.12.2017;10;45;56;232
6.03.2012;4;45;56;91
14.09.2016;5;47;56;165
22.11.2014;8;47;56;287
16.02.2016;6;46;56;188
8.05.2012;5;46;56;29
4.07.2014;3;45;56;147
7.12.2009;7;46;56;15
15.09.2012;3;47;57;288
4.12.2005;3;45;57;272
26.05.2015;8;48;57;246
6.03.2005;6;46;57;77
17.04.2015;9;46;57;97
6.10.2013;2;45;57;154
20.06.2010;2;45;57;262
5.04.2014;10;46;57;106
13.03.2013;10;47;57;233
10.04.2013;9;47;57;136
7.07.2008;8;45;57;71
13.10.2010;7;45;57;122
21.09.2014;4;45;57;209
4.04.2008;6;47;57;2
20.03.2005;1;47;57;37
11.01.2007;8;48;58;191
18.07.2015;5;48;58;83
23.09.2014;4;48;58;55
8.12.2007;9;47;58;245
14.06.2010;7;46;58;145
24.11.2012;9;46;58;44
11.07.2011;5;48;58;151
5.06.2008;2;46;58;19
17.06.2006;3;47;58;251
8.04.2016;1;47;58;95
5.05.2018;10;47;58;103
6.05.2009;10;47;58;145
3.07.2011;6;47;58;134
7.04.2005;5;46;58;212
10.12.2012;2;46;58;120
26.04.2007;4;45;59;130
29.08.2010;2;45;59;263
26.01.2010;2;45;59;26
21.09.2012;2;47;59;299
25.07.2006;3;46;59;152
19.06.2015;8;47;59;288
31.08.2013;2;48;59;235
22.11.2013;2;47;59;240
13.01.2005;1;48;59;7
4.12.2007;4;45;59;224
28.05.2012;2;45;59;143
3.01.2013;3;45;59;138
1.08.2008;6;46;59;219
16.05.2013;5;46;59;126
22.01.2014;10;46;59;122
27.02.2008;4;45;60;293
4.06.2011;9;45;60;52
2.12.2011;1;45;60;248
10.01.2018;9;47;60;136
18.11.2013;3;47;60;2
28.01.2017;1;47;60;28
9.10.2016;7;48;60;228
6.07.2013;9;46;60;64
15.09.2017;8;45;60;284
19.09.2015;9;48;60;230
15.04.2013;6;45;60;76
7.05.2015;8;48;60;270
2.07.2006;10;46;60;55
27.10.2013;8;47;60;73
29.09.2011;4;46;60;241
27.07.2011;1;50;61;135
10.12.2006;10;49;61;87
11.05.2018;2;51;61;155
17.02.2018;2;50;61;45
22.07.2007;7;51;61;204
14.04.2010;2;49;61;191
18.12.2017;9;51;61;200
4.03.2018;3;52;61;10
13.04.2005;2;52;61;209
15.05.2011;9;50;61;45
3.03.2006;4;51;61;255
10.05.2011;4;52;61;55
24.04.2008;9;49;61;102
30.01.2010;2;52;61;227
12.06.2005;7;52;61;213
27.09.2012;5;52;62;158
21.02.2011;5;50;62;76
4.12.2014;1;50;62;199
20.07.2005;1;49;62;124
9.11.2017;2;49;62;282
4.09.2006;1;50;62;141
3.02.2008;2;50;62;143
10.05.2009;3;51;62;71
14.02.2014;2;50;62;123
1.07.2013;1;51;62;2
23.04.2015;2;51;62;61
21.02.2013;5;50;62;251
30.04.2014;10;51;62;85
14.01.2007;3;50;62;2
3.12.2013;7;51;62;101
19.06.2015;2;49;63;202
27.06.2010;7;50;63;96
23.10.2013;10;52;63;244
